idx,근거,사고명,본문,원인 키워드,원인,발생지표,요약,재발방지대책,조치결과,DATA,비고
712,GYRO 194,PF의 복행시 조종 실수로 인한 AIRSPEED 경고,"B737-700 항공기 항공 승무원들은 복행 기동 중 ATC로부터 고도를 높게 설정하도록 지시를 받았다. 그러한 복행 기동은 복잡한 사안, 통찰력, 항공 우수성에도 전하여 쟁취하려는 항공 관리 철학 등이 뒤엉킨 총체적 난국과도 같은 상황을 야기 했다. 기장이 작성한 보고서에는 다음과 같이 기술되어 있다. ■접근관제소가 우리를 너무 가깝고 높게 유도하여 ILS 상에서 적절한 항로를 수립할 수 없었습니다. 저는 관제 승무원(PM)이었으며, 저는 부조종사에게 '1,000피트 정도 차이로 실패하게 될 것 입니다. '라고 말했습니다. 우리는 3,000피트 MSL에 위치해 있었고 조종 승무원은 다급히 플랩을 30도로 설정하고 있었습니다. 저는 접근관제소에게 '우리는 복행 기동을 실시하겠다'라고 말했습니다. 조종 승무원이 출력을 증가시켰지만, 항공기 노즈를 너무 높게 피치 업 시켜서 결국 'AIRSPEED' 경고가 발생하게 되었습니다. PF가 항공기 노즈를 낮춰서 피치를 어느 정도 바로잡기는 했지만 노즈가 다시 피치 업 되면서 두 번째 'AIRSPEED' 경고가 발생 하였습니다. 첫 번째 'AIRSPEED' 경고가 발생하자 저는 플랩 레버를 15도(제 생각에는)로 맞추고 있었습니다. 두 번째 경고가 발생했을 때 PF는 조종간을 힘껏 아래로 내려 비행 속도를 다시 증가시키려 했습니다. PF가 이러한 보다 과격한 기동을 사용하자, 저는 '수평을 유지 하세요'라고 말했습니다. 그는 수평을 유지했고 비행 속도도 증가하기 시작했습니다. 우리는 착륙 진입을 다시 시도하기 위해 진로를 다시 잡았고, 이번에는 아무런 사고도 없이 무사히 착륙할 수 있었습니다.

[주요 원인]
PF 및 내 자신의 조종 실수, 기장으로서 조종 제어를 맡지 않으려 한 점과 지극히 이례적이고 예측할 수 없었던 극적인 복행 기동 상황에서 적절할 조언을 제공할 준비가 되어 있지 않았던 점 등 부기장이 작성한 보고서에는 다음과 같이 기술되어 있다.
■착륙 진입을 계속 시도하지 않았어야 했었습니다. Glideslope가 너무 낮다는 점이 명확하게 드러났을 때 제가 즉시 복행 기동을 실시했었어야 했습니다. 두 승무원들 사이의 교류가 단절되었던 점은 분명합니다. 한 명은 항공기를 조종하고 있었고 다른 한 명은 ATC와 교신하고 있었습니다. 복행 기동은 적시에 승무원 모두의 협력을 통해 이루어진 것이 아니었고, 그로 인해 오류가 발생하게 되었습니다. PM과 PF 사이의 조화도 이루어지지 않았습니다. 우리는 복행 기동을 자주 시도하는 편이 아니기 때문에 익숙하지 않을 수 있습니다. 우리는 차트에 복행 절차에 대한 과정을 작성해 놓긴 하지만, 머릿속으로 또는 구두로 해당 기동에 대해 점검해 보아야 할 것입니다. ","""Glideslope가 너무 낮다는 점"", ""두 승무원들 사이의 교류가 단절"", ""복행 기동은 적시에 승무원 모두의 협력을 통해 이루어진 것이 아니었고"", ""PM과 PF 사이의 조화도 이루어지지 않았습니다"", ""우리는 복행 기동을 자주 시도하는 편이 아니기 때문에 익숙하지 않을 수 있습니다""",,,,,,,
"1,013.00",GYRO 142,,"학생 검열비행 임무로 김포공항을 정상 이륙하여 부기장(학생)이 DEP. CONT.을 Contact 한 후, 훈련을 위해 한동안 Manual 비행을 하다가 고도 6,000 피트에서 A/P Engage 하고 상승을 기다리는데 관제사가 상승 지시를 발부하지 않아 DEP.를 call 하자, 인천 Control에서 대답하여 주파수를 확인한 결과, 인천 CONT. Freq.로 set 되어 있었음. pre-select 과정에서 잘못 set 되어 있었으나 VHF 주파수 선택 방법이 달랐던 관계로 미처 확인을 하지 못했음. 따라서 원래대로 주파수를 수정하여 이후 정상 비행하였음.","""pre-select 과정에서 잘못 set 되어 있었으나"", ""VHF 주파수 선택 방법이 달랐던 관계로 미처 확인을 하지 못했음""","☞ 운항자격심사 또는 점검 등의 임무에 임하는 심사관 및 피심사자는 심적인 부담이 평상시와는 다를 수밖에 없을 것이다. 상기 사례는 피심사자의 심적 부담감에 의한 사소한 miss 사례로 생각된다. 물론 심사는 규정된 절차와 checklist에 의거 차근차근 진행되겠지만 동승한 기장, 교관 또는 심사관은 피심사자의 심적 부담까지를 고려하여 기본 적인 확인업무에 보다 철저를 기하여야 할 것이다. ",,,,,,
395.00,GYRO 91호,"<정비 격납고에서 ""Hurry-Up""> ","정비사들은 빈번한 야간 근무에 노출되어 있고 정해진 시간 안에 제한된 인력으로 여러 대의 항공기를 동시에 다루어야하는 어려움이 있다. 항공기를 정해진 시간 안에 운항에 투입해야하는 지속적인 압박으로 서두르게 되면 오류가 발생하기 마련이다. 객실 산소마스크를 점검 중 좌측 1번 승객용 산소마스크가 적절하게 drop down 하지 않는 것을 발견했다. 문제점을 확인해보니 canon plug가 손상되어 있었다. 당시 수리부품 제고물량이 없고 운항도 지연된 상태라 매니저는 격납고에 있는 CRJ200 항공기의 승객용 장비를 떼어서 교체하도록 지시했다. 
지시내용에 동의할 수 없었지만 매니저는 서둘러 실시할 것을 지시했다. 나는 교체작업을 끝내고 운영점검을 실시했다. 점검결과 교체한 승객용 산소마스크 장비는 문제가 있었던 항공기에 적합하지 않은 장비였으며, 그 결과 문제항공기는 또 다시 산소마스크 장비를 교체하기 위해 결국 결항조치를 하게 되었다. ","""빈번한 야간 근무에 노출되어"", ""정해진 시간 안에 제한된 인력으로 여러 대의 항공기를 동시에 다루어야하는"", ""항공기를 정해진 시간 안에 운항에 투입해야하는 지속적인 압박"", ""승객용 산소마스크가 적절하게 drop down 하지 않는"", ""canon plug가 손상되어"", ""수리부품 제고물량이 없고"", ""운항도 지연된 상태라""",,,,,,,
508,GYRO 105호,접근 중 절차고도 미준수,"김포공항으로 비행 중 ICN CONTROL로부터 NUMDA 도착 전에 MALPA 방향으로 RADAR VECTOR를 받았음. ICN CONTROL로부터 SEL APP로 관제 이양 후 MALPA 부근으로 계속해서 HDG VECTOR를 받음(당시 김포공항 주변에 CB 성 구름이 넓게 분포되었음) SEL APP로 이양 당시의 고도는 약 FL160 였음. 통상적으로 B576 항로 상으로부터 접근하는 항공기들은 NUMDA 2W로 접근하였기에 NUMDA 또는 KAKSO 쪽으로 VECTOR를 해줄 것으로 예상하고 있었음. 하지만 관제사는 MALPA를 지나 약 HDG 340 정도를 계속적으로 지시하였고, 예상되는 ARR에 대한 정보는 HANKY 부근으로 접근할 때까지 없었음. 고도가 약 10,000ft 정도(위치는 BOGAN 도착 약 10NM 전) 내려갔을 때 관제사는 'Direct to BOGAN descend via BOGAN 1Y Arrival'이란 지시를 줌. 김포의 새로운 approach chart는 약 2 주전에 바뀌었고, 통상적으로 BOGAN 1Y arrival을 접한 적이 없었기에 당시 우리는 잠시 당황하였음. 부기장이 PF 였으며, 기장이 FMS 작업을 하는 동안 app chart에 명시되어 있는 고도 보다 약 900ft를 더 강하하는 실수를 하였음. vector 받을 당시의 주어진 고도는 BOGAN 도달 시에 10,000ft 였으며, 차트에 의하면 JEBOO 까지 10,000ft를 유지하여야 하지만, JEBOO 약 3NM 전에 고도를 9,100FT 까지 강하하는 실수를 범하게 되었음. 이후 약 9,100FT를 JEBOO 까지 유지하였고, 이후에는 정상적인 BOGAN 1Y Arrival로 접근하여 안전하게 착륙하였음.
[발생된 문제점에 대한 개인적인 소견] 
첫째:실수를 범하게 된 원인은 새로운 접근 차트에 대한 이해 부족이었음 
둘째:차트의 문제점으로 통상적으로 김포공항 주변 terminal area에서는 인천공항과 연접해 있는 관계로 조종사들의 주변 시야 분배와 관제에 대한 주의 집중의 요구가 많아지는 곳임. 그러한 곳 임에도 불구하고 차트에는 너무 많은 제한사항이 명기되어 있는 것 같음. 한 눈에 
보기에도 이해하기 어렵게 되어있는 WAY POINT 들과 고도 제한사항 들이 얽혀 있어서 조종사들에게 혼란 가능성이 많아 보이며, 과도하게 많은 고도제한으로 인하여 복잡한 TRAFFIC 상황 시에는 violation의 위험성이 상존하는 구조를 가지고 있는 것 같음. 실제로 외국의 더 복잡한 공항의 경우에도 김포나 인천처럼 많은 way point와 고도제한을 가지고 있는 곳이 그다지 많지는 않은 것 같음. 공항 인근의 특이한 여건을 감안한다 하더라도 차트 상의 제한사항들을 좀 더 간단하게하는 것이 비행안전에도움이 되리라 생각됨. 
셋째:새로운 차트와 way point 들이 생긴 상황에서 , 미리 미리 관제사들이 조종사들에게 예상할 수 있는 지점과 arrival에 대한 정보를 준다면 조종사뿐 만 아니라, 더 나아가서는 관제사들에게 도 혼란을 최소화 할 수 있을 것으로 사료됨. 
","""새로운 접근 차트에 대한 이해 부족"", ""차트에는 너무 많은 제한사항이 명기되어 있는 것"", ""과도하게 많은 고도제한으로 인하여 복잡한 TRAFFIC 상황 시에는 violation의 위험성이 상존하는 구조를 가지고 있는 것""",,,,,,,
1086,GYRO 135,,"인천공항 RWY 33L 방향으로 이륙준비를 마치고 Taxi 중 활주로가 15 방향으로 교체되어 FMS LEG에 기 입력한 'RWY 33L DEP AFTER T/O HDG 280 다음 JAWOL-SUJEE-SOT-B576'를 'RWY 15R DEP MALPA 1R 다음 DIGER-TEMPO-HANJI-YEJIN-PORTI-MALPA-RINBO-B576'로 수정하고 이륙한 후, 우리가 Waypoint HANJI 부근에서 Lead Turn을 하지 않자 관제사가 우리의 진로를 물어와 무심코 'Next Waypoint는 SOT'라고 대답하자 곧바로 'RIGHT TURN HDG 180, VECTOR FOR MALPA'를 지시하였음. 이에 따라 우리는 HDG SELECT로 비행하면서 Route LEG를 확인한 결과, 나(부기장)와 기장 모두 가 MALPA 1R DEP는 알고 있었지만 RTE Modify 시 Next Page Check을 Skip 함으로서 수정이 잘못된 것을 발견하였음. 당시 우리의 위치는 HANJI 상공에서 SOT 방향으로 약 1NM 정도 이탈하였으며, SOT 방향으로 운항하는 선행 항공기는 없었음.","""Next Page Check을 Skip 함으로서 수정이 잘못된 것""",,,,,,,
"1,242.00",GYRO 120,,"B7X7 항공기가 김포공항 계류장에서 출발점검 중 NO.1 엔진 POWER 계통에 결함이 발생하여 정비 관계로 결항조치하고, 복편 승객 수송을 위해 다른 기종으로 변경하여 목적지 공항으로 공기(FERRY) 운항하였음.","""출발점검 중 NO.1 엔진 POWER 계통에 결함이 발생하여""",,,,,,,
"1,108.00",GYRO 133,,"목적지 공항 도착예정 30분전 당시 PF 임무를 수행하고 있던 내(기장)가 기내 방송을 위해 부기장에게 항공기 Control을 인계하고 방송 중 센양 APP에서 연길 TWR로 관제를 이양함에 따라 부기장이 기장석 VHF 1에 연길 TWR 주파수(130.0)를 SET 하고 정상 교신하였음. 약 3시간후 목적지 공항으로부터 약 35마일 지점에서 STAR 절차에 따라 강하 중, 센양 APP에서 121.5 주파수로 연길 TWR에 Contact을 재차 지시하여 확인결과, 연길 TWR (130.0)로 setting 해 놓은 주파수가 센양 APP 주파수로 바뀌어 있었음. 이후 연길 TWR에 다시 Contact하여 정상 착륙하였으며, 착륙 후 연길 관제사가 면담을 요청하였음. 이 면담에서 관제사가 연길은 NON-RADAR 관제방식이기 때문에 Initial contact 시 STAR 절차 시작지점 waypoint(KANVU)를 통과할 때 position report를 하도록 관제 지시하였는데 보고가 없어 군용기 훈련 관계로 복잡한 상황에서 어려움이 있었던 상황을 설명하였음. NON-RADAR 관제방식에서 위치보고는 매우 중요한 사항임에도 Initial contact 당시 중국식 발음이 이해하기 어려워 readback 과정에서 관제지시를 누락하였고, 관제사도 이 사실을 인지하지 못했던 것으로 생각됨. 이해하지 못한 교신내용에 대하여는 반드시 확인하는 습관과 보다 세심한 기자재 취급 및 cross check의 필요성을 새삼 느끼게 된 사례였음.","""중국식 발음이 이해하기 어려워 readback 과정에서 관제지시를 누락하였고"", ""관제사도 이 사실을 인지하지 못했던 것으로"", ""이해하지 못한 교신내용에 대하여는 반드시 확인하는 습관과"", ""보다 세심한 기자재 취급 및 cross check의 필요성을""","☞ 기장이 비행 중 조종을 위임할 때에는 당해 공항의 활주로 제동상태, 악시정 또는 측풍 등등의 제한조건을 고려해야 한다. 중국도 우리나라와 크게 다르지는 않겠지만 군과 민이 공동으로 사용하는 공항은 군용기와 민항기의 접근방식(예:360° OVER HEAD APP/직진입 등)과 사용 장주가 서로 다르기 때문에 관제에 어려움이 상존하고 있을 것이다. 더구나 RADAR 시설이 없는 공항에서는 TIME SEPARATION을 하여야 하기 때문에 위치보고는 매우 중요한 부분을 차지한다. 따라서 이러한 조건의 공항을 운항하는 경우에는 안전과는 다소 무관한 기내방송 시기를 조정하고, Traffic 상황을 주시함으로서 실수를 예방하여야 할 것이다. ",,,,,,
546.00,GYRO 110호,"조류충돌 관련 비정상 사례들....

[이륙활주 중 조류충돌] ","aa 공항에서 T/O Roll 중 약 100kts 정도에서 활주로를 가로지르는 꿩 종류의 새떼를 발견하였음. 잠시 후 약간의 충격과 함께 조류충돌 시 발생하는 냄새가 들어오기 시작하였으나, 이미 Reject 속도가 지났기 때문에 Continue T/O을 결심하고 이륙을 계속하였음. L/G Up 이후 엔진 계기 점검결과, 모두 제한치 이내 (상승 중 T/O & Climb PWR Set에서 NO.1 ENG Vibration 1.5, CRZ PWR Set에서 0.5를 지시)였기 때문에 ENG Hard Core는 안전한 것으로 판단하고, GMP로 계속 비행하기로 결심한 후 Maintenance Freq.로 조류충돌 사실을 통보하였으며, cc 공항에 정상 착륙하였음. ","""활주로를 가로지르는 꿩 종류의 새떼를 발견하였음."", ""약간의 충격과 함께 조류충돌 시 발생하는 냄새가 들어오기 시작하였으나,""",,,,,,,
"1,029.00",GYRO 141,[여압장치 고장으로 인한 항공기 교체],"XX 항공 소속 B7X7 항공기가 zz공항 계류장에서 출발 전 지상점검 중 여압장치 이상으로 항공기를 교체하여 약 2시간 지연 운항하였으며, 연결 복편은 김포공항 Curfew 관계로 목적지를 인천공항으로 변경하여 운항하였음.","""여압장치 이상으로""",,,,,,,
"1,149.00",GYRO 129,,"xxx 기종의 항공기 운항을 위한 cockpit preparation 도중 'EFIS COMP'의 amber caution light가 CAP에 display 된 것을 인지하고 필요한 조치를 하였으나 처치되지 않았음. 그전에도 같은 장소에서 종종 그런 상황이 발생하였지만 Ramp out 후 바로 reset 되었기 때문에 우리는 우선 Ramp out을 한 후, 상태를 관찰하기로 하고 준비를 계속하였음. All door close 후 'P' TWY를 경유하여 'P2'에 거의 다다를 때까지 light가 extinguish 되지 않아 김포 GND에 요청하여 P2 TWY에서 항공기를 정지하고 realign 하였지만 해소되지 않아서 절차대로 F/O 석 side panel의 'ATT/HDG' push button을 ON, Captain side source를 이용하여 제주까지 운항하였음.(제주 착륙 후 'EFIS COMP' light는 extinguish 되었으며, EADI는 정상 작동하였음) * 소견 다른 spot에서는 이와 같은 현상이 발생하지 않았으며, 특정 spot를 사용하기 시작한 다음부터 이러한 현상이 발생하고 있음.","""특정 spot를 사용하기 시작한 다음부터 이러한 현상이 발생하고 있음""",☞ 공항내의 일부 지역에서 전파 수신에 문제가 있다면 운영 당국에서 장비를 이용하여 현장을 점검하고 개선 또는 공고 등의 필요한 조치를 한 후 보고자(해당 항공사)에게 그 결과를 통보하고 있다. 따라서 이러한 오류를 개선하기 위해서는 발생되는 문제점에 대하여 다양한 점검과정을 통하여 원인을 찾아야 하기 때문에 번거롭겠지만 그때그때 발생 시마다 관제기관에 알려주어야 한다.,,,,,,
"1,155.00",GYRO 129,[승무원 여권 분실로 인한 지연운항],외국 항공사 소속 B7x7 항공기가 김포공항에서 출발 수속 중 당해 항공편 부기장이 여권을 분실하여 대체 승무원 교체 관계로 약 5시간 20분 지연 출발함에 따라 일부 승객이 항의하는 소동이 발생하였음.,"""부기장이 여권을 분실하여 대체 승무원 교체 관계로""",,,,,,,
998.00,GYRO 144,[고도 Setting miss로 인한 지시고도 미준수],"중국 상해 관제공역에서 운항 중 ATC로부터 고도10,700m(35,100ft)에서 35,000ft로의 수정지시를 받고, V/S-500FPM으로 강하 중 지시고도를 준수하지못하고 34,900ft까지 강하하고 있는 것을 인지하고, 곧바로 상승조작을 하였으나 34,850ft까지 강하 후 지시고도(35,000ft)로 복귀하였음. 당시 A/P-ON, A/T-ON 상태였고, 부기장이 PF이었으며, 고도 setting miss 한 것으로 생각됨.","""고도 setting miss 한 것으로""",,,,,,,
840.00,GYRO 174,,"야간에 김포공항 RWY 32R 접근 중 관제사의 'DIRECT SARAN' 지시에 따라 Localizer establish되어 Final Course에 진입하였는데 항공기가 32R Final Course 우측으로 벗어나는 것을 인지하고 점검한 결과 LOC Freq는 맞게 set되어 있었으나, LOC course가 32R의 course(323°)가 아닌 다른 course로 set되어 있는 것을 발견하였다. 당시 우리는 김포 TWR와 contact하고 있었으며, 관제사가 접근허가를 cancel한 후 지시한 HDG과 고도로 상승하면서 서울 APP 119.9에 CTC하여 다시 Radar Vector RWY 32R로 재접근하였다. ","""LOC course가 32R의 course(323°)가 아닌 다른 course로 set되어 있는 것""",이 사례는 착륙 직전 단계의 매우 바쁜 시기에 일상적으로 반복되는 계기의 점검 또는 확인 미흡으로 발생한 것으로 사료된다. 상기 사례와 관계없이 매번 반복되는 절차라고 할지라도 항상 확인을 하는 습관은 안전 확보에 큰도움이 될 수 있을 것이다.,,,,,,
326.00,GYRO 85호,"과거 1,2월 중 항공기 결함발생 사례 요약
o 지상점검 중 No.2 엔진 점화장치 고장 ",XXX편 항공기가 출발 전 점검 중 FLAP 경고등이 점등되어 항공기 교체 관계로 지연 운항함.,"""FLAP 경고등이 점등되어 항공기 교체 관계로""","☞ 승객 탑승 전에 Checklist에 의거 실시하는 출발 전 점검은 항공기 안전운항확보를 위한 중요한 과정이므로 철저를 기하여야 하며, 또한 공항에서 지상조업 중 경미한 사고 또는 조업장비 고장 등의 사유 발생 시는 항공기의 정시운항을 어렵게하는 원인으로 작용할 수 있다. 따라서 지상조업장비의 철저한 관리 및 조업자의 안전수칙준수 등은 항상 강조되어야 할 것이다. ",,,,,,
801.00,GYRO 180,,"본인은 인천/나리타 비행 중 교관임무로 PF 임무를 수행하던 중이였습니다. 
비행 전 부기장에게 ILS RWY 34R APPROACH에 대한 브리핑 시 나리타공항의 GEAR DOWN PROCEDURE에 대한 설명과 계획을 함께 브리핑 하였습니다. 
(해당 절차는 항공기의 GEAR DOWN시 해안지역에 ICE BLOCK이 떨어지는 것을 방지하기 위해 RWY34 방향에 설정된 절차로, RWY34R의 경우 HKE VOR 15.4DME 전에 GEAR DOWN AND LOCKEM 완료해야하는 절차였으므로 HKE 16.5DME에서 GEAR DOWN 하기로 브리핑 실시) 
APPROACH CONTROL 교신 후, 계속적인 SHORT PATTERN RADAR VECTOR를 받으면서 공항 북동쪽에서 해안선을 따라 접근하게 되었고, 마지막 H/D과 함께 ILS 34R APPROACH에 대한 허가를 받으며 TOWER로 관제가 이양되던 중, LOC CAPTURE와 TOWER 교신등이 겹치면서 계획했던 HKE 16.5DME를 통과하여 GEAR DOWN을 실시하였습니다. 
(15.4DME 통과후에 DOWN AND LOCKED된 것으로 보임) 
훈련 부기장에 대한 모니터와 SHORT PATTERN으로 인한 시간부족등 PF임무로서 좀더 세밀한 FLIGHT MANAGEMENT가 이루어지지 않아 발생한 실수입니다. (통상 예전에는 LONG FINAL(약 20NM)로 접근되어 절차를 수행하는데 어려움이 없었음)","""SHORT PATTERN으로 인한 시간부족"", ""세밀한 FLIGHT MANAGEMENT가 이루어지지 않아""",,,,,,,
35.00,GYRO 7호,비행 전·후 점검,"2000년 xx월 oo일 ha:00경 aa 정비사의 항공기 점검 중 좌·우측 Flap의 Inboard 끝 부분에 Skid로 인한 마모로 추정되는 손상을 발견함. 
상기 건은 Flight를 위한 PR 및 PO Inspection 중에는 발견되지 않았던 사항으로 착륙 중 Runway와의 접촉으로 발생했으리라 추정되나 어느 Flight에서 발생했는지 알 수 없음. 마모 정도는 
-좌측 Flap:가로 1cm , 세로 6 cm 
-우측 Flap:가로 0.7 cm , 세로 3 cm 
비록 항공기 점검 시 발견하기 상당히 어려운 부분이라 할지라도 비행 전/후 점검을 완벽하게 수행했더라면 발견할 수 있었을 것임. ","""착륙 중 Runway와의 접촉으로"", ""비행 전/후 점검을 완벽하게 수행했더라면 발견할 수 있었을 것임""",,"제어상실, 
비행 중엔진정지, 
정비요인 회항",,,,,
363.00,GYRO 88호,항공기 결함 발생에 대한 MEL 잘못 적용,"HEAVY WT로 CENTER TANK에 연료를 적재한 상태로 이륙을 위해 TAXI 중 'FUEL PUMP CENTER R' EICAS MSG가 DISPLAY 되었지만 일단 TAXI를 계속하면서 S/W를 2회 RECYCLE 하였으나. 증상이 동일하여 CHK LIST를 수행하고, F/O에게 MEL의 정비 절차부터 확인을 요청하였음. 확인 결과 C/B를 OPEN 하도록 되어 있어 COMPANY MAINT'에 현재 결함 상태와 C/B OPEN 절차에 대하여 문의하니, CHK LIST를 완료하였으므로 SYS' OFF 상태이었기 때문에 출발에는 문제가 없다는 답변을 받았음. 운항 절차에만 문제가 없으면 그대로 출발하기로 결심하였으며, F/O로부터 확인 중인 운항 절차에 대하여 특별한 내용이 없는 것 같다는 답변에 따라 기장이 직접 MEL 내용을 정확히 확인 하지 않은 채 이륙하였음. 항로 상에서 다시 한 번 MEL을 확인하니 CENTER 연료 사용과 관련하여 나머지 PUMP 고장 시를 대비한 T/O PERFORMANCE PENALTY 조항이 있음을 뒤늦게 발견하고, 기장 본인의 실수를 인지하였음. 일단 추가 결함이 없다면 목적지까지 운항이 가능하나, 만약을 대비해서 추가 결함 발생 시 DIVERT 필요성에 관하여 F/O에게 설명하고, COMPANY 에는 상기 결함이 수정 조치가 되지 않으면 ICN INBOUND FLT에 MEL 상의 PENALTY 적용이 있음을 주지시키면서 목적지로 통보해 주도록 요청한 다음 정상 비행하였음.
MEL 확인 시는 반드시 CRM 절차에 의거 기장과 F/O가 같이 ITEM 별로 확인하여 절차 적용에 대하여 충분한 의견 교환이 이루어질 수 있도록 습관화가 필요하다는 것을 새삼 느끼게하는 교훈적인 사례였다고 생각됨. ","""'FUEL PUMP CENTER R' EICAS MSG가 DISPLAY 되었지만"", ""기장이 직접 MEL 내용을 정확히 확인 하지 않은 채 이륙하였음.""",☞ 항공기에 결함이 발생하여 MEL 적용 시는 해당 조항을 신중하게 검토하여 적용해야 한다. 자칫 출발에 유리한 쪽으로 해석을 하기 쉬우나 최대한의 안전 확보를 위해서는 F/O 또는 정비사와 충분한 협의를 거쳐 결정하는 것이 좋다,,,,,,
